"","country.x","country_code","iso","designation","Country","country_emissions","global_emissions","emissions_share","readiness_2021","vulnerability_2021","gdp_reformed","gdp_2021","country.y","renewable_share_2020","env_exposure_2022","emissions_share_scaled","readiness_2021_scaled","vulnerability_2021_scaled","gdp_reformed_scaled","renewable_share_2020_scaled","env_exposure_2022_scaled"
"88","Lebanon","446","LBN","emerging_mkt","Lebanon",756.119153,1693867.357528,0.000446386282632819,0.286414526942658,0.402845529605077,18138968745.1666,23131941557,"Lebanon",0.0566963620228634,1.1,0.00179165299132065,0.222903579882087,0.365603293463976,0.000526612294185759,0.943303637977137,0.123456790123457
"89","Libya","672","LBY","emerging_mkt","Libya",2222.006506,1693867.357528,0.00131179486759976,0.280532279976254,0.420836570922371,40304104205.9576,39798423941,"Libya",0.000231058106442784,2.8,0.0052660883093331,0.214095206111279,0.407060447272983,0.00117118219136049,0.999768941893557,0.333333333333333
"90","Malaysia","548","MYS","emerging_mkt","Malaysia",6301.489421,1693867.357528,0.00372017879262771,0.506829949294301,0.368513645324698,407099256129.074,372981073018,"Malaysia",0.164316348419326,4.5,0.0149352484191443,0.552964768406214,0.286491574355391,0.0118377135905256,0.835683651580674,0.54320987654321
"91","Maldives","556","MDV","emerging_mkt","Maldives",27.453038,1693867.357528,1.62073127379138e-05,0.445659339841081,0.530213894039832,5104602661.32352,5405557162,"Maldives",0.0558043887081513,0.1,6.45739768154215e-05,0.46136480755291,0.65910102834481,0.00014756836633508,0.944195611291849,0
"92","Marshall Islands","867","MHL","emerging_mkt","Marshall Islands",3.574604,1693867.357528,2.11032108512718e-06,0.365102670215741,0.572863220240487,129769350,259538700,"Marshall Islands, Rep. of the",0.0230666716486692,1.6,7.97748987620354e-06,0.340735180839827,0.757378812546853,2.89847241028918e-06,0.976933328351331,0.185185185185185
"93","Mauritius","684","MUS","emerging_mkt","Mauritius",120.600571,1693867.357528,7.11983559184955e-05,0.567298727976744,0.426427883001566,11390673655.1657,11476433604,"Mauritius",0.238907968224234,3.4,0.000285351567793744,0.643513772407797,0.419944631171695,0.000330369511011204,0.761092031775766,0.407407407407407
"94","Mexico","273","MEX","emerging_mkt","Mexico",20587.507291,1693867.357528,0.0121541437111375,0.360404521288543,0.384516080060366,1211346310999.16,1272838810896,"Mexico",0.196963663462275,6.4,0.0487958618828618,0.333699935291989,0.323366338103361,0.035225499439058,0.803036336537725,0.777777777777778
"95","Micronesia","868","FSM","emerging_mkt","Micronesia (Federated States of)",4.446636,1693867.357528,2.62513825550623e-06,0.35901674130701,0.615862811424314,202014450,404028900,"Micronesia, Federated States of",0.0663794180092419,3.4,1.00443736466627e-05,0.331621803438837,0.856463720084627,4.9993852046528e-06,0.933620581990758,0.407407407407407
"96","Mongolia","948","MNG","emerging_mkt","Mongolia",753.727351,1693867.357528,0.000444974246448657,0.459580441142239,0.374617702260975,11281147157.3026,15286441740,"Mongolia",0.0922509111655667,4.2,0.00178598395998241,0.482210967916837,0.300557287551376,0.000327184442118192,0.907749088834433,0.506172839506173
"97","Montenegro","943","MNE","emerging_mkt","Montenegro",105.34568,1693867.357528,6.21924022160387e-05,0.465474291212242,0.367231358173912,5772872002.85117,5861430526,"Montenegro",0.523004534025864,2.3,0.000249194538432409,0.491036716761147,0.283536771756703,0.000167001872686326,0.476995465974136,0.271604938271605
"98","Morocco","686","MAR","emerging_mkt","Morocco",1809.254104,1693867.357528,0.0010681202964088,0.428190939863482,0.379034161663884,82465456079.7119,142866583125,"Morocco",0.181841694746319,4.1,0.00428778563132147,0.435206742946057,0.310734232483498,0.0023972490606601,0.818158305253681,0.493827160493827
"99","Namibia","728","NAM","emerging_mkt","Namibia",78.960966,1693867.357528,4.66157905747911e-05,0.380351963309832,0.46431581817028,7863727060.9021,12446290855,"Namibia",0.913288786242456,6.5,0.000186657685249491,0.363570242692979,0.507250636871609,0.000227804669590463,0.0867112137575443,0.790123456790124
"100","Nauru","836","NRU","emerging_mkt","Nauru",4.917457,1693867.357528,2.90309449446883e-06,0.49342589235893,0.580716329117332,108896979.180551,145536603.2,"Nauru, Rep. of",0.0715153317964354,0.1,1.11603100844211e-05,0.532892856396012,0.775474904754328,2.29149656136267e-06,0.928484668203565,0
"101","North Macedonia","962","MKD","emerging_mkt","North Macedonia",642.474377,1693867.357528,0.000379294384619121,0.46888320937586,0.377885927244572,12271034170.0066,13825049832,"North Macedonia, Republic of ",0.275856677076023,2.8,0.00152229298720169,0.496141403033373,0.308088330554272,0.000355970702916008,0.724143322923977,0.333333333333333
"102","Oman","449","OMN","emerging_mkt","Oman",1404.168109,1693867.357528,0.000828971703574959,0.500333864470159,0.416148080321116,106377095502.815,88191977373,"Oman",0.00552733096773592,3.4,0.00332765381424848,0.543237202816955,0.396256654843165,0.00309260790434924,0.994472669032264,0.407407407407407
"103","Pakistan","564","PAK","emerging_mkt","Pakistan",5273.938344,1693867.357528,0.00311354860258757,0.313151216696585,0.520744448369716,174131272359.5,348262544719,"Pakistan",0.331958875063196,6.4,0.0124997544873057,0.26294044982172,0.63728037557055,0.0050629230818462,0.668041124936804,0.777777777777778
"104","Palau","565","PLW","emerging_mkt","Palau",6.384163,1693867.357528,3.7689863799707e-06,0.426781106465084,0.485327426175501,176503087.316812,217800000,"Palau, Rep. of",0.0274220032840723,3,1.46366857534735e-05,0.433095587192382,0.555668149203687,4.25750584864444e-06,0.972577996715928,0.358024691358025
"105","Panama","283","PAN","emerging_mkt","Panama",324.127872,1693867.357528,0.000191353750669726,0.37558058607094,0.400784532044567,76435012380.5004,67406738052,"Panama",0.759086272651551,2.3,0.000767750465176243,0.356425341371813,0.360854091271665,0.00222188164718344,0.240913727348449,0.271604938271605
"106","Paraguay","288","PRY","emerging_mkt","Paraguay",186.635947,1693867.357528,0.00011018333057222,0.339978989015479,0.371219412544422,32252378921.1243,39950899733,"Paraguay",0.99996383493568,3,0.000441868125592733,0.303113711395505,0.292726533512071,0.000937035201909208,3.61650643199152e-05,0.358024691358025
"107","Peru","293","PER","emerging_mkt","Peru",1995.778882,1693867.357528,0.0011782379966945,0.390264900504474,0.418144834497339,171902543399.706,223717791483,"Peru",0.643654173034635,4,0.00472988527495462,0.378414375636675,0.400857819586358,0.0049981108636224,0.356345826965365,0.481481481481482
"108","Philippines","566","PHL","emerging_mkt","Philippines",3535.601487,1693867.357528,0.00208729536659812,0.336969203815654,0.46324997911364,228244275713.362,394087362017,"Philippines",0.20621039564311,7.6,0.00837956137819468,0.298606706986931,0.50479460039615,0.00663654815936108,0.79378960435689,0.925925925925926
"109","Poland","964","POL","emerging_mkt","Poland",28196.094559,1693867.357528,0.0166459873222593,0.541488169712384,0.313101642678224,824835632998.608,679441900611,"Poland, Rep. of",0.178776143444436,3.3,0.066829678922089,0.604863738547576,0.158804472977232,0.0239856336409692,0.821223856555564,0.395061728395062
"110","Qatar","453","QAT","emerging_mkt","Qatar",2155.058694,1693867.357528,0.00127227122266826,0.542601955597643,0.366310991409478,269515697560.5,179677131707,"Qatar",0.00288961411732928,1.7,0.0051074091025029,0.606531577799149,0.281415950296682,0.00783673555200404,0.997110385882671,0.197530864197531
"111","Romania","968","ROU","emerging_mkt","Romania",8647.110864,1693867.357528,0.00510495159232506,0.43883517052768,0.397120634181058,330840162810.303,285404683025,"Romania",0.439915260779397,3.8,0.0204948229441362,0.451145951675041,0.352411290513824,0.00962007246552229,0.560084739220603,0.45679012345679
"112","Russia","922","RUS","emerging_mkt","Russia",117547.631435,1693867.357528,0.0693960072567588,0.547572122021314,0.325745514740285,2052745522198.84,1836892075548,"Russian Federation",0.199111908153284,6.5,0.278610028077381,0.613974156088169,0.187940026588261,0.0596936829972077,0.800888091846716,0.790123456790124
"113","Samoa","862","WSM","emerging_mkt","Samoa",7.142465,1693867.357528,4.21666133906942e-06,0.439233432063704,0.50698948115982,421925388.9,843850777.8,"Samoa",0.379533130346527,1.9,1.64340075225218e-05,0.451742328618728,0.605584500873717,1.13944722784547e-05,0.620466869653473,0.222222222222222
"114","Saudi Arabia","456","SAU","emerging_mkt","Saudi Arabia",16705.824729,1693867.357528,0.00986253419121329,0.548313546782412,0.405132371131525,1144588012887.37,868585871465,"Saudi Arabia",0.000772702122969775,3.2,0.0395955267008133,0.615084402981232,0.370872912894378,0.0332841447640284,0.99922729787703,0.382716049382716
"115","Serbia","942","SRB","emerging_mkt","Serbia",2804.101751,1693867.357528,0.00165544352604578,0.44459693488857,0.41265178489971,61083740998.5434,63082021206,"Serbia, Rep. of",0.269146029453263,5.2,0.00664576613623847,0.459773908705731,0.388200064093878,0.00177546130232819,0.730853970546737,0.62962962962963
"116","Seychelles","718","SYC","emerging_mkt","Seychelles",14.102871,1693867.357528,8.32584141687545e-06,0.473056860162436,0.456794525100826,1453658866.07392,1286687873,"Seychelles",0.130592353932789,0.1,3.29315101339013e-05,0.502391238568493,0.489919155156693,4.13976429096524e-05,0.869407646067211,0
"117","South Africa","199","ZAF","emerging_mkt","South Africa",21465.099969,1693867.357528,0.0126722437111757,0.355885537465633,0.38956020595508,333206381093.857,419015636065,"South Africa",0.0448756252299067,6,0.0508759255310215,0.326932980622495,0.334989628793497,0.0096888829214034,0.955124374770093,0.728395061728395
"118","Sri Lanka","524","LKA","emerging_mkt","Sri Lanka",521.046907,1693867.357528,0.000307607856473725,0.398622205167377,0.467505824083215,70588760409.6285,88496535599,"Sri Lanka",0.367542234693223,4.6,0.00123448649956028,0.390929025838852,0.514601437942643,0.00205187059363547,0.632457765306777,0.555555555555556
"119","St. Kitts and Nevis","361","KNA","emerging_mkt","Saint Kitts and Nevis",6.594513,1693867.357528,3.89316965740689e-06,0.556189321294421,0.461398920572177,941750691.83726,860844444.4,"St. Kitts and Nevis",0.0371477222886334,3.1,1.51352557613586e-05,0.626877985609197,0.500529165321575,2.65111740308896e-05,0.962852277711367,0.37037037037037
"120","St. Kitts and Nevis","361","KNA","emerging_mkt","St. Kitts-Nevis-Anguilla",0.62288,1693867.357528,3.67726550270748e-07,0.556189321294421,0.461398920572177,941750691.83726,860844444.4,"St. Kitts and Nevis",0.0371477222886334,3.1,9.81335571688591e-07,0.626877985609197,0.500529165321575,2.65111740308896e-05,0.962852277711367,0.37037037037037
"121","St. Lucia","362","LCA","emerging_mkt","Saint Lucia",14.872206,1693867.357528,8.78002987300271e-06,0.454341257914219,0.397054966141016,1330086219.77929,1691259259,"St. Lucia",0.016038794506982,2,3.47549822376156e-05,0.474365550274612,0.352259970198989,3.78041071039888e-05,0.983961205493018,0.234567901234568
"122","St. Vincent and the Grenadines","364","VCT","emerging_mkt","Saint Vincent and the Grenadines",7.156715,1693867.357528,4.22507404029816e-06,0.473974757664791,0.419955665541114,704352780.291709,872226063.7,"St. Vincent and the Grenadines",0.175863296546814,1.8,1.64677827666975e-05,0.503765744659484,0.405030557549653,1.96075596719746e-05,0.824136703453186,0.209876543209877
"123","Suriname","366","SUR","emerging_mkt","Suriname",117.281828,1693867.357528,6.92390862122516e-05,0.333243249899891,0.393598850211591,2507918085.06809,2984706244,"Suriname",0.515927227113615,4.7,0.00027748550778101,0.293027275363218,0.344295965940369,7.20558699971732e-05,0.484072772886385,0.567901234567901
"124","Syria","463","SYR","emerging_mkt","Syria",1888.237034,1693867.357528,0.00111474905376042,0.227445004357556,0.462250879746181,32117073474.5489,39725383601,"Syrian Arab Rep.",0.0307880823663292,5.1,0.00447499038545929,0.134599637701092,0.502492353660303,0.000933100472164803,0.969211917633671,0.617283950617284
"125","Thailand","578","THA","emerging_mkt","Thailand",7783.364408,1693867.357528,0.00459502591711721,0.482939085927613,0.437376290388215,456722124694.939,505568057004,"Thailand",0.22341104531252,6.8,0.0184475775085352,0.517189382666207,0.445173288089717,0.0132807639768224,0.77658895468748,0.827160493827161
"126","Tonga","866","TON","emerging_mkt","Tonga",4.569601,1693867.357528,2.69773248754778e-06,0.426455448392996,0.605356030499541,234614062.1,469228124.2,"Tonga",0.132253509653244,2.8,1.0335824376492e-05,0.432607930343424,0.832252712775275,5.94739333464613e-06,0.867746490346756,0.333333333333333
"127","Trinidad and Tobago","369","TTO","emerging_mkt","Trinidad and Tobago",1608.577849,1693867.357528,0.000949648059425108,0.33777437131194,0.365004428034621,25277167012.6479,24460196270,"Trinidad and Tobago",0.000604728932585183,2,0.00381214426199555,0.299812405471863,0.278405207458768,0.000734193598230679,0.999395271067415,0.234567901234568
"128","Tunisia","744","TUN","emerging_mkt","Tunisia",938.315822,1693867.357528,0.000553948818855192,0.43570915894476,0.380222479091223,32117073474.5489,46687298709,"Tunisia",0.0316235746486027,2.8,0.00222349418314368,0.446464904008818,0.313472498573286,0.000933100472164803,0.968376425351397,0.333333333333333
"129","Turkey","186","TUR","emerging_mkt","Turkey",11340.784273,1693867.357528,0.00669520209041075,0.483143204439118,0.353219179079849,957304423969.643,819034484303,"Turkey",0.418472616977998,3.1,0.026879347654215,0.517495040037131,0.251248198035096,0.0278378724475447,0.581527383022002,0.37037037037037
"130","Turkmenistan","925","TKM","emerging_mkt","Turkmenistan",2501.110198,1693867.357528,0.00147656791831096,0.23414007860401,0.349413288373096,32117073474.5489,39725383601,"Turkmenistan",0.000132893590660943,4,0.00592761780741348,0.144625180104003,0.242478200032898,0.000933100472164803,0.999867106409339,0.481481481481482
"131","Tuvalu","869","TUV","emerging_mkt","Tuvalu",0.286818,1693867.357528,1.69327308142107e-07,0.612927050347907,0.419955665541114,30098183.405,60196366.81,"Tuvalu",0.158096223486808,2.1,1.84803914974107e-07,0.711839927408701,0.405030557549653,0,0.841903776513192,0.246913580246914
"132","Ukraine","926","UKR","emerging_mkt","Ukraine",30784.732638,1693867.357528,0.0181742286379063,0.427721913746203,0.362717586121186,156422048057.183,199765856765,"Ukraine",0.11440145006847,3.9,0.0729652496730221,0.434504399543466,0.273135587136623,0.00454793264076447,0.88559854993153,0.469135802469136
"133","United Arab Emirates","466","ARE","emerging_mkt","United Arab Emirates",5101.479458,1693867.357528,0.00301173491261146,0.585129596207752,0.370544350124639,622532386032,415021590688,"United Arab Emirates",0.0399473555900747,3.6,0.0120909937164339,0.67021461528872,0.291170972270559,0.0181025844114236,0.960052644409925,0.432098765432099
"134","Uruguay","298","URY","emerging_mkt","Uruguay",378.346696,1693867.357528,0.000223362646619599,0.508966689607352,0.372989838742041,63188272936.5381,61412268249,"Uruguay",0.939423450881822,2.1,0.000896259519177681,0.556164431296263,0.296806165696098,0.00183666182768811,0.0605765491181779,0.246913580246914
"135","Vanuatu","846","VUT","emerging_mkt","Vanuatu",4.895697,1693867.357528,2.89024815210129e-06,0.38392649734739,0.556219210105242,485818048.95,971636097.9,"Vanuatu",0.283446421712969,3.5,1.11087346940166e-05,0.368922930541537,0.719025652437536,1.32524931956514e-05,0.716553578287031,0.419753086419753
"136","Venezuela","299","VEN","emerging_mkt","Venezuela",7819.967829,1693867.357528,0.00461663529570127,0.187419084259151,0.383006847615656,32117073474.5489,39725383601,"Venezuela, Rep. Bolivariana de",0.724210511634927,4.3,0.0185343346651627,0.0746628028893475,0.319888580452183,0.000933100472164803,0.275789488365073,0.518518518518519
"137","Timor-Leste","537","TLS","emerging_mkt","Timor-Leste",9.277639,1693867.357528,5.47719333439404e-06,0.374739882818128,0.501180451285569,1810611200,3621222400,"Timor-Leste, Dem. Rep. of",0.0058312836968384,2.5,2.14947810809535e-05,0.355166429849839,0.592198625051929,5.17779417163987e-05,0.994168716303162,0.296296296296296
"138","Togo","742","TGO","emerging_mkt","Togo",68.293317,1693867.357528,4.03179839888207e-05,0.355017584042284,0.496206749922575,4167023743,8334047486,"Togo",0.299995339132914,2.6,0.000161373302810481,0.325633263318516,0.580737615165442,0.000120303243230101,0.700004660867086,0.308641975308642
"139","Uganda","746","UGA","emerging_mkt","Uganda",112.415493,1693867.357528,6.63661723572365e-05,0.283635599755408,0.581277508207511,20255120683,40510241366,"Uganda",0.986816400796783,4.3,0.000265951356702704,0.218742273924183,0.776768042124514,0.000588150733208082,0.0131835992032169,0.518518518518519
"140","Uzbekistan","927","UZB","emerging_mkt","Uzbekistan",6346.993001,1693867.357528,0.00374704251356652,0.408217634958793,0.364192470141227,38936136318.9288,69600614989,"Uzbekistan, Rep. of",0.0947731720764731,4.9,0.0150431006665387,0.405297707156904,0.27653419495431,0.00113140120640598,0.905226827923527,0.592592592592593
"141","Vietnam","582","VNM","emerging_mkt","Viet Nam",4623.865636,1693867.357528,0.00272976842929897,0.425831102772359,0.475313149275423,255356029773.534,366137590718,"Vietnam",0.397096180775603,8.2,0.0109589569824164,0.431673003669969,0.532592029794554,0.00742496745676194,0.602903819224397,1
"142","Yemen","474","YEM","emerging_mkt","Yemen",651.596748,1693867.357528,0.000384679913160927,0.243635289083702,0.543664792694581,32117073474.5489,39725383601,"Yemen, Rep. of",0.135693609342379,3.3,0.00154391476320074,0.158843787961732,0.690096231155181,0.000933100472164803,0.864306390657621,0.395061728395062
"143","Zambia","754","ZMB","emerging_mkt","Zambia",257.661625,1693867.357528,0.000152114404858729,0.323668187427337,0.479919116828146,11073824784.5,22147649569,"Zambia",0.854705901404907,3.8,0.000610212660132817,0.27868909309736,0.543205662541258,0.000321155434952603,0.145294098595093,0.45679012345679
"144","Zimbabwe","698","ZWE","emerging_mkt","Zimbabwe",798.217134,1693867.357528,0.000471239457123079,0.217533679070575,0.505903093502844,14185619333,28371238666,"Zimbabwe",0.628919781033761,6.6,0.00189143331325608,0.11975791850936,0.603081113804722,0.000411647509575998,0.371080218966239,0.802469135802469
"145","Afghanistan","512","AFG","low_income_developing","Afghanistan",217.993073,1693867.357528,0.000128695480216429,0.246442145333371,0.590487942685262,7291567618.5,14583135237,"Afghanistan, Islamic Rep. of",0.893543200609478,6.5,0.000516190552771601,0.163046916308641,0.797991849688385,0.000211166072745023,0.106456799390522,0.790123456790124
"146","Bangladesh","513","BGD","low_income_developing","Bangladesh",1650.250274,1693867.357528,0.000974250000548063,0.281041117917878,0.531043220104335,208132401092.5,416264802185,"Bangladesh",0.013798169029817,7.9,0.00391091593426007,0.214857165750885,0.661012062709501,0.00605168780606921,0.986201830970183,0.962962962962963
"147","Benin","638","BEN","low_income_developing","Benin",119.036123,1693867.357528,7.02747605773094e-05,0.337878182675485,0.551885478364899,8845041760,17690083520,"Benin",0.0040201946041706,2.3,0.00028164352476215,0.299967857852048,0.709039338685164,0.000256341644508234,0.995979805395829,0.271604938271605
"148","Bhutan","514","BTN","low_income_developing","Bhutan",19.719251,1693867.357528,1.16415555871966e-05,0.483057133272884,0.515455177278301,1799807415.7339,2539551327,"Bhutan",0.999999648234878,2.1,4.62434123011743e-05,0.517366152724611,0.625092191390041,5.14637638885294e-05,3.51765122252878e-07,0.246913580246914
"149","Burkina Faso","748","BFA","low_income_developing","Burkina Faso",74.568785,1693867.357528,4.40228006452786e-05,0.288728125748664,0.536663634102943,9868808001.5,19737616003,"Burkina Faso",0.288848738285231,3.8,0.000176247370460792,0.226368079614143,0.673963306803783,0.000286113125137438,0.711151261714769,0.45679012345679
"150","Burundi","618","BDI","low_income_developing","Burundi",13.826948,1693867.357528,8.16294613539209e-06,0.267448274803181,0.557711903941032,1387899348.5,2775798697,"Burundi",0.707203072358204,2.7,3.22775194883787e-05,0.194502555778533,0.722465299806953,3.94853331222451e-05,0.292796927641796,0.320987654320988
"151","Cambodia","522","KHM","low_income_developing","Cambodia",185.279947,1693867.357528,0.000109382795634243,0.288194806059589,0.485834011178814,13480530576,26961061152,"Cambodia",0.493599028997382,6.9,0.000438654144462749,0.225569459769119,0.55683548421389,0.000391143281735726,0.506400971002618,0.839506172839506
"152","Cameroon","622","CMR","low_income_developing","Cameroon",242.587199,1693867.357528,0.000143214991375728,0.26106690867762,0.460589732931379,22669142693,45338285386,"Cameroon",0.792707128917449,3.4,0.000574483367574301,0.184946775763966,0.49866453637135,0.000658351338185919,0.207292871082551,0.407407407407407
"153","Central African Republic","626","CAF","low_income_developing","Central African Republic",10.814322,1693867.357528,6.38439719139651e-06,0.1375591376644,0.58442585826914,1258249206,2516498412,"Central African Rep.",0.963179584495773,2.5,2.51370157157381e-05,0,0.784022854697485,3.57150615997569e-05,0.0368204155042272,0.296296296296296
"154","Chad","628","TCD","low_income_developing","Chad",36.604563,1693867.357528,2.1610052780886e-05,0.190699471593662,0.651675945434539,5889990666,11779981332,"Chad",0.0545291953742658,4.9,8.62648534087704e-05,0.0795750206048613,0.938988715656578,0.000170407724403164,0.945470804625734,0.592592592592593
"155","Comoros","632","COM","low_income_developing","Comoros",5.629648,1693867.357528,3.32354713312134e-06,0.282299505900384,0.521232831016986,648044739.5,1296089479,"Comoros, Union of the",0,1.1,1.28483399037019e-05,0.216741539487981,0.638405766489755,1.79701021374864e-05,1,0.123456790123457
"156","Democratic Republic of the Congo","636","COD","low_income_developing","Democratic Republic of the Congo",195.40511,1693867.357528,0.000115360337473632,0.211885138899873,0.563774627650034,27675484296.5,55350968593,"Congo, Dem. Rep. of the",0.990688251806947,3.5,0.000462652730613204,0.111299509100993,0.736435767934554,0.000803937504275357,0.00931174819305347,0.419753086419753
"157","Republic of Congo","634","COG","low_income_developing","Congo",110.43628,1693867.357528,6.51977142774442e-05,0.224438147933123,0.525181749835454,6683115410.5,13366230821,"Congo, Rep. of",0.399534862775359,4.6,0.000261260240748264,0.130097018988748,0.64750534732831,0.000193472069573237,0.600465137224641,0.555555555555556
"158","Côte d'Ivoire","662","CIV","low_income_developing","Côte d'Ivoire",347.681956,1693867.357528,0.000205259257435246,0.309122416860386,0.487296094963455,35905537977.5,71811075955,"Côte d'Ivoire",0.322187410994019,2.6,0.00082357818015417,0.256907521417372,0.560204596166473,0.00104327034590354,0.677812589005981,0.308641975308642
"159","Djibouti","611","DJI","low_income_developing","Djibouti",19.240471,1693867.357528,1.13589006332109e-05,0.32248454215365,0.470850059166669,1686143731,3372287462,"Djibouti",0.00105522335561027,4,4.51086115007215e-05,0.276916642868351,0.522307632697194,4.81583841532677e-05,0.99894477664439,0.481481481481482
"160","Eritrea","643","ERI","low_income_developing","Eritrea",18.823448,1693867.357528,1.1112704850438e-05,0.220332066245631,0.605014474462015,32117073474.5489,39725383601,"Eritrea, The State of",0.0959813241392404,3.5,4.41201866830449e-05,0.123948364836097,0.831465657655319,0.000933100472164803,0.90401867586076,0.419753086419753
"161","Ethiopia","644","ETH","low_income_developing","Ethiopia",280.639086,1693867.357528,0.000165679493587715,0.296644904496383,0.546800836326446,55630941456.5,111261882913,"Ethiopia, The Federal Dem. Rep. of",1,4.1,0.000664673667558299,0.238223064056139,0.697322685750281,0.00161689198312206,0,0.493827160493827
"162","The Gambia","648","GMB","low_income_developing","Gambia",14.950926,1693867.357528,8.82650340568527e-06,0.322245367857833,0.525813846764627,1019207487,2038414974,"Gambia, The",0.00902305020524155,2.4,3.494156379702e-05,0.276558491195027,0.64896190224099,2.87636447447207e-05,0.990976949794758,0.283950617283951
"163","Ghana","652","GHA","low_income_developing","Ghana",398.073424,1693867.357528,0.000235008616365889,0.347197281079318,0.449990172384786,39578204705,79156409410,"Ghana",0.366596972570684,2.4,0.000943015663387368,0.313922746590438,0.474239734930559,0.00115007277980201,0.633403027429316,0.283950617283951
"164","Guinea","656","GIN","low_income_developing","Guinea",92.929341,1693867.357528,5.48622302608272e-05,0.308539672726354,0.546600937123834,8045908921,16091817842,"Guinea",0.609347701409641,2.3,0.000219765423941635,0.256034890911612,0.696862053603267,0.00023310258184722,0.390652298590359,0.271604938271605
"165","Guinea-Bissau","654","GNB","low_income_developing","Guinea-Bissau",10.497078,1693867.357528,6.1971074378098e-06,0.275340151042531,0.625940717919672,819258803.5,1638517607,"Guinea-Bissau",0.070820680088479,1.9,2.43850863428762e-05,0.206320249946456,0.879686462575315,2.29490670449001e-05,0.929179319911521,0.222222222222222
"166","Haiti","263","HTI","low_income_developing","Haiti",78.54965,1693867.357528,4.63729640050647e-05,0.224116716913147,0.513538230355195,10438707476,20877414952,"Haiti",0.191702410566745,5.3,0.000185682787120833,0.129615691941167,0.620674928262614,0.000302686001325278,0.808297589433255,0.641975308641975
"167","Honduras","268","HND","low_income_developing","Honduras",272.033881,1693867.357528,0.000160599281750728,0.259881918751636,0.453897758610855,14244360648,28488721296,"Honduras",0.534120834488311,4.7,0.000644277674571833,0.183172311984678,0.483244072163689,0.000413355727576128,0.465879165511689,0.567901234567901
"168","Kenya","664","KEN","low_income_developing","Kenya",491.16402,1693867.357528,0.000289966045934551,0.302249306658264,0.51037240737176,54851829656.5,109703659313,"Kenya",0.798774896247972,4.7,0.00116365830271112,0.246615378980303,0.613379852450065,0.00159423513928269,0.201225103752028,0.567901234567901
"169","Kiribati","826","KIR","low_income_developing","Kiribati",2.167332,1693867.357528,1.27951695294664e-06,0.448070135836187,0.419955665541114,113805017.4,227610034.8,"Kiribati",0.135657392865156,1.5,4.64198423257854e-06,0.464974855266198,0.405030557549653,2.43422403063691e-06,0.864342607134844,0.172839506172839
"170","Kyrgyz Republic","917","KGZ","low_income_developing","Kyrgyzstan",848.594992,1693867.357528,0.000500980781186093,0.39610485596509,0.331007343583659,4370340944.5,8740681889,"Kyrgyz Rep.",0.907488864384714,4.3,0.00201083853816835,0.387159419970205,0.200064974990594,0.00012621577861237,0.0925111356152856,0.518518518518519
"171","Lao P.D.R.","544","LAO","low_income_developing","Laos",174.804335,1693867.357528,0.000103198360971491,0.335982734024311,0.460342751031843,10650021987.8445,18827148530,"Lao People's Dem. Rep.",0.703843154091593,6,0.000413824926695021,0.297129517286228,0.498095410526074,0.000308831101291488,0.296156845908407,0.728395061728395
"172","Lesotho","666","LSO","low_income_developing","Lesotho",66.182962,1693867.357528,3.90721042623941e-05,0.306577258074482,0.47105761512798,1186708134.5,2373416269,"Lesotho, Kingdom of",0.997462662675099,3.7,0.000156371355061537,0.253096272073313,0.522785908482363,3.36346222005889e-05,0.00253733732490102,0.444444444444444
"173","Liberia","668","LBR","low_income_developing","Liberia",53.784713,1693867.357528,3.17526120100056e-05,0.283083134199108,0.601339904482911,1754500000,3.509e+09,"Liberia",0.565649044427898,2.8,0.000126985117354421,0.217914984090353,0.822998264905838,5.01462083810293e-05,0.434350955572102,0.333333333333333
"174","Madagascar","674","MDG","low_income_developing","Madagascar",101.225975,1693867.357528,5.97602725798597e-05,0.26335033523937,0.557038514557455,7277377057.5,14554754115,"Madagascar, Rep. of",0.460142067876874,6.6,0.000239430044235431,0.188366094053211,0.720913593779716,0.000210753406264333,0.539857932123126,0.802469135802469
"175","Malawi","676","MWI","low_income_developing","Malawi",52.107813,1693867.357528,3.07626289440073e-05,0.294208206889221,0.541840775578557,6301167062,12602334124,"Malawi",0.782431872401928,4.2,0.000123010541427525,0.234574229960444,0.68589310823441,0.000182364877913876,0.217568127598072,0.506172839506173
"176","Mali","678","MLI","low_income_developing","Mali",68.230791,1693867.357528,4.0281070826924e-05,0.288187213729466,0.595934806195374,9654731753,19309463506,"Mali",0.604422196656639,5.5,0.000161225104149616,0.225558090630439,0.810543177559458,0.000279887712902656,0.395577803343361,0.666666666666667
"177","Mauritania","682","MRT","low_income_developing","Mauritania",80.75976,1693867.357528,4.76777355919175e-05,0.35655185077059,0.557138491019325,4998120209.5,9996240419,"Mauritania, Islamic Rep. of",0.197931992806931,6.5,0.00019092117342997,0.327930751826602,0.721143971748614,0.000144471819366341,0.802068007193069,0.790123456790124
"178","Moldova","921","MDA","low_income_developing","Moldova",1341.734053,1693867.357528,0.000792112822197662,0.441634471519961,0.406484459075266,11191830809.178,13692230147,"Moldova, Rep. of",0.0843410486537553,4,0.00317967307836913,0.455337766397856,0.373988559001704,0.000324587091453293,0.915658951346245,0.481481481481482
